ID,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age
2096,Lorenz Larkin,Herb Dean,1/18/2015,"Boston, Massachusetts, USA",1,FALSE,Welterweight,3,3,0,0,10,5,16.8,10.6,60,19.6,0.4,0.4,53.4,14.8,0,13.8,10.8,0.2,0.4,77.2,30.6,0.428,0,0,0,0,85.8,38.4,1,4,13.2,5.4,4.4,2.6,75.8,25.6,1.4,1.4,52.2,13.2,0.2,16.2,11,2,0,81.6,29.6,0.346,0.2,6.4,1.6,0.146,112.4,57,13,765.4,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,28
2097,Chris Wade,Kevin MacDonald,1/18/2015,"Boston, Massachusetts, USA",1,FALSE,Lightweight,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,6,5,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,72,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,155,27
2098,Shane Howell,Gary Forman,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Flyweight,3,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,0,1,0,0,0,0,3,2,0,0,2,1,0,1,1,2,0,3,2,0.66,2,1,1,1,8,6,1,137,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,31
2099,Frankie Perez,Bryan Miner,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,25
2100,Sean Soriano,Kevin MacDonald,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Featherweight,3,2,0,0,5,2.5,6.5,5,19,10,11.5,6.5,29.5,16.5,0,2.5,2.5,0,1.5,37,21.5,0.615,0,0,0,0,45.5,28.5,0,2,1,0,1.5,1,18,5.5,16.5,16,33.5,21,0,1.5,1.5,5.5,1,36,22.5,0.62,4,9.5,3.5,0.41,78,62,5,625,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,25
2101,Sean O'Connell,Gary Forman,1/18/2015,"Boston, Massachusetts, USA",1,FALSE,Light Heavyweight,3,2,0,0,16.5,13,15,13.5,111.5,48.5,0,0,98,38,0.5,12,11,0,0,126.5,62,0.535,1,2.5,0,0,166,97,0,2,17.5,15.5,17.5,14.5,79,40.5,1.5,1.5,72,33.5,0.5,8.5,7.5,0,0,98,56.5,0.59,0,1,0.5,0.5,119,74.5,4,583.5,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,31
2102,Joby Sanchez,Bryan Miner,1/18/2015,"Boston, Massachusetts, USA",1,FALSE,Flyweight,3,1,0,0,11,4,3,0,74,15,9,5,75,16,1,0,0,1,1,86,20,0.23,0,0,0,0,102,36,0,1,5,2,4,2,61,18,2,2,55,13,0,7,7,9,0,67,22,0.32,1,14,9,0.64,138,70,3,900,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,23
2103,Daniel Cormier,Herb Dean,1/3/2015,"Las Vegas, Nevada, USA",-1,TRUE,Light Heavyweight,5,0,4,0,15.75,13.25,21.25,16.5,49,19.25,20,14.5,69.25,32,0.25,5.25,5,2.75,0,90.25,50.25,0.5525,0.5,2.25,1.5,0.4,127,84,4,0,6.25,4.75,5.75,3.5,39,9.75,0.75,0.5,35.25,5.5,0,4,3.5,0,0,45.5,13.75,0.3225,0,1,0,0,56.75,24.75,10,678,0,0,0,2,1,1,0,4,Orthodox,180.34,182.88,235,35
2104,Myles Jury,John McCarthy,1/3/2015,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,6,0,4.333333333,1.5,1,1,51.66666667,14.83333333,15.33333333,9.333333333,55.33333333,17.66666667,0.333333333,8.333333333,6,1.666666667,0.333333333,68,25.16666667,0.335,0.333333333,3,2,0.526666667,88.5,40.66666667,6,0,8.833333333,4,1,0.833333333,45,8.666666667,2.5,2,34,4.833333333,0,5.666666667,2.666666667,0.333333333,0.5,48.5,11.5,0.221666667,0.333333333,0.333333333,0.333333333,0.333333333,53,15.83333333,13,566.1666667,0,0,1,2,2,1,0,6,Orthodox,177.8,185.42,145,26
2105,Nate Marquardt,Yves Lavigne,1/3/2015,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,4.941176471,3.588235294,6.705882353,4.823529412,29.47058824,12.64705882,10.94117647,7.176470588,36.76470588,16.47058824,0.529411765,5.411764706,4.588235294,1.294117647,0.176470588,47.11764706,24.64705882,0.527647059,0.823529412,2.294117647,1.705882353,0.526470588,58.35294118,34.94117647,4,6,2.411764706,1.529411765,2.705882353,1.294117647,27.94117647,8.529411765,4.705882353,3.117647059,29.58823529,8.941176471,0.294117647,3.352941176,2.470588235,0.882352941,0.058823529,35.35294118,12.94117647,0.353529412,0.411764706,2.941176471,0.764705882,0.177647059,59.76470588,35.41176471,35,530.8235294,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,35
2106,Louis Gaudinot,Herb Dean,1/3/2015,"Las Vegas, Nevada, USA",-1,FALSE,Flyweight,3,2,0,0,6.5,4.5,5.75,2.75,50,19.5,5,3,48.75,17,0,5.5,3.75,0,0,60.75,25.25,0.385,0.5,1,0.5,0.25,78.5,40,1,3,27.25,20,12.75,10.75,78.75,34,47.5,29.5,105,48.25,0.25,6.75,6,4,0,139,74.25,0.59,0.5,3.5,2.5,0.415,215,137.5,9,571.25,0,0,0,0,0,1,0,1,Orthodox,160.02,160.02,125,30
2107,Joshua Burkman,John McCarthy,1/3/2015,"Las Vegas, Nevada, USA",0,FALSE,Welterweight,3,3,0,0,5.7,3.7,14.3,9.3,40.6,13.2,7,5.1,47,15.5,0.2,9.2,8.4,0.7,0.1,61.9,27.6,0.521,0.4,6.5,2.6,0.48,73.4,38.3,2,5,10.6,8.1,14.8,9.9,47.8,18.6,3.4,1.9,50.4,17.9,0.1,5,4.4,0.5,0.3,66,30.4,0.417,0.8,2.8,0.9,0.279,90.4,54,24,667.1,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,34
2108,Paul Felder,Yves Lavigne,1/3/2015,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,0,1,0,4,4,21,15,26,12,37,24,77,44,0,3,3,1,0,84,51,0.6,0,1,1,1,109,72,1,0,5,3,5,4,29,14,16,11,38,21,1,7,5,7,1,50,29,0.58,0,16,6,0.37,77,45,3,900,0,0,1,0,0,0,0,1,Orthodox,180.34,177.8,155,30
2109,Cody Garbrandt,Herb Dean,1/3/2015,"Las Vegas, Nevada, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,165.1,135,23
2110,Jared Cannonier,John McCarthy,1/3/2015,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Switch,180.34,195.58,185,30
2111,Rodrigo Damm,Chris Tognoni,1/3/2015,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,2,0,0,9.5,5.333333333,2.666666667,1.666666667,128.5,47.66666667,0.833333333,0.5,108.8333333,34.83333333,0,13.66666667,9.666666667,0.166666667,0,132,49.83333333,0.393333333,0.333333333,2.833333333,0.5,0.213333333,134.6666667,51.16666667,2,3,20.66666667,12.83333333,3.833333333,2.166666667,146.1666667,59.66666667,1.333333333,1,110.8333333,34.33333333,0.333333333,19.83333333,15.66666667,0,0.166666667,151.3333333,62.83333333,0.411666667,0.166666667,1.666666667,0,0,154.8333333,66,16,746.3333333,0,0,1,1,0,1,0,3,Orthodox,170.18,180.34,155,34
2112,Mats Nilsson,Yves Lavigne,1/3/2015,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,1,0,0,5,4,1,0,55,25,0,0,44,15,0,7,6,0,0,56,25,0.44,0,0,0,0,64,32,0,1,14,10,4,4,113,41,0,0,100,32,0,3,3,0,0,117,45,0.38,0,0,0,0,117,45,1,264,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,31
2113,Marion Reneau,Chris Tognoni,1/3/2015,"Las Vegas, Nevada, USA",1,FALSE,Women's Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,37
2114,CB Dollaway,Jerin Valel,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Middleweight,5,0,2,0,6.857142857,4.928571429,5,3.357142857,29.28571429,11.78571429,11.42857143,6.5,36,14.28571429,0.142857143,2.857142857,2.428571429,2.285714286,0.357142857,45.71428571,21.64285714,0.472857143,0.642857143,3.785714286,2.071428571,0.482142857,67.21428571,39.71428571,3,5,5.642857143,3.714285714,2.571428571,1.285714286,30.71428571,12.28571429,5.428571429,2.928571429,31,11.14285714,0.214285714,2.071428571,1.642857143,0.714285714,0.142857143,38.71428571,16.5,0.434285714,1.142857143,1.285714286,0.214285714,0.112857143,56.85714286,31.21428571,27,485.7142857,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,31
2115,Mitch Gagnon,Mario Yamasaki,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Bantamweight,3,0,4,0,6.8,5.4,8.6,5.2,33.8,12.6,7.2,4.4,40,14.6,0.2,2.8,2.2,0.6,0.2,49.6,22.2,0.418,1.6,2.4,1,0.372,64.2,35.4,4,1,2.4,2.4,4.2,2.6,28.2,5.8,2,0.6,29,4.8,0,3,1.8,1.2,0,34.4,9,0.282,0.4,4.2,0.6,0.066,62,30.2,9,407.8,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,30
2116,Patrick Cummins,Mario Yamasaki,12/20/2014,"Barueri, Sao Paulo, Brazil",1,FALSE,Light Heavyweight,3,0,2,0,3.666666667,2.666666667,5.666666667,4.333333333,30,10.33333333,33,23,63,33.33333333,0,2,1.666666667,2.666666667,0,68.66666667,37.66666667,0.5,0.333333333,8.333333333,4.333333333,0.393333333,90.33333333,57.33333333,2,1,2,2,4,3.666666667,39.66666667,7.666666667,4.333333333,3,40.33333333,8.666666667,0.333333333,5.666666667,3.666666667,0,0,48,14.33333333,0.286666667,0,0.333333333,0,0,49,15.33333333,6,475.6666667,0,0,0,1,1,0,0,2,Orthodox,187.96,193.04,205,34
2117,Rashid Magomedov,Jerin Valel,12/20/2014,"Barueri, Sao Paulo, Brazil",1,FALSE,Lightweight,3,0,2,0,36,21.5,8,7,105,44.5,4,3,59.5,17,0.5,21.5,16,1,0,117,54.5,0.51,0.5,0,0,0,132,69,2,0,8.5,4,8.5,5.5,64.5,22,0,0,48.5,8,0,16,15.5,1.5,0,73,27.5,0.385,0.5,6,0.5,0.06,83.5,33,6,900,0,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,30
2118,Mike Rhodes,Mario Yamasaki,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Welterweight,3,2,0,0,13,6.5,7,4,118.5,45,0,0,93,25.5,0,19.5,17,0,0,125.5,49,0.4,0.5,3,1,0.25,132.5,54.5,0,2,15,10,7.5,5.5,171,57.5,1.5,0.5,145.5,37.5,0,19.5,16,1.5,0,180,63.5,0.35,0,7.5,1.5,0.57,206.5,87,6,900,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,25
2119,Antonio Dos Santos,Eduardo Herdy,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,26
2120,Igor Pokrajac,Fernando Yamasaki,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Light Heavyweight,3,4,0,0,2.181818182,2,9,6.363636364,34.36363636,12.27272727,3.272727273,2.636363636,42.18181818,17.45454545,0.363636364,2.272727273,1.818181818,0.545454545,0.181818182,46.63636364,21.27272727,0.484545455,0.181818182,2.090909091,0.636363636,0.219090909,62.63636364,36,3,7,11.36363636,10.09090909,18.18181818,15.18181818,34.90909091,15.27272727,9.636363636,5.818181818,46.54545455,21.36363636,0.181818182,4.818181818,4.818181818,1.727272727,0.272727273,62.72727273,36.27272727,0.592727273,0.454545455,3,1.272727273,0.248181818,117.4545455,84,24,567.4545455,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,35
2121,Renato Moicano,Osiris Maia,12/20/2014,"Barueri, Sao Paulo, Brazil",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,25
2122,Hacran Dias,Jerin Valel,12/20/2014,"Barueri, Sao Paulo, Brazil",1,FALSE,Featherweight,3,2,0,0,6,3.666666667,7,5.333333333,54,19.66666667,7,5,54.66666667,20.33333333,0,7.333333333,6,2,0,68,30,0.433333333,0.333333333,6,2.666666667,0.41,115.6666667,73.66666667,1,2,8.666666667,6,11,9,58.66666667,14.66666667,10,7.666666667,61.66666667,18,0.333333333,9.333333333,7.333333333,3,0.333333333,79.66666667,31.33333333,0.39,0.666666667,9.666666667,2,0.136666667,98.66666667,49,9,900,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,30
2123,Ulka Sasaki,Osiris Maia,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Bantamweight,3,0,1,0,0,0,0,0,8,5,0,0,8,5,0,0,0,1,0,8,5,0.62,1,1,0,0,8,5,1,0,1,0,0,0,4,1,0,0,3,1,0,0,0,0,0,4,1,0.25,0,0,0,0,4,1,1,66,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,25
2124,Tim Means,Eduardo Herdy,12/20/2014,"Barueri, Sao Paulo, Brazil",1,FALSE,Welterweight,3,0,1,0,21.83333333,14,11.33333333,8,92.66666667,34.33333333,15,8.5,91.16666667,31.33333333,0.333333333,6,5.5,0.5,0.333333333,119,50.83333333,0.443333333,0.166666667,1.5,0.666666667,0.166666667,146.1666667,76.66666667,2,3,11,6.666666667,4.833333333,2.666666667,76,25.5,11.33333333,4.833333333,73.66666667,20.33333333,0,7.5,6,1,0.166666667,92.16666667,33,0.4,0,7.166666667,2.666666667,0.323333333,107.6666667,46.66666667,16,761,0,0,0,2,1,0,0,3,Orthodox,187.96,190.5,170,30
2125,Jake Collier,Fernando Yamasaki,12/20/2014,"Barueri, Sao Paulo, Brazil",-1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,26
2126,Stipe Miocic,Herb Dean,12/13/2014,"Phoenix, Arizona, USA",-1,FALSE,Heavyweight,5,0,3,0,6.142857143,5.428571429,6.857142857,5.285714286,84.85714286,35.42857143,9.857142857,6.857142857,86.85714286,34.28571429,0.285714286,8.571428571,7.857142857,1.571428571,0,101.5714286,47.57142857,0.475714286,0,3,1.285714286,0.431428571,118.4285714,62.28571429,3,1,6.857142857,4.428571429,3.857142857,2,75,25.85714286,1.714285714,1,66.42857143,18.85714286,0,7.285714286,5.571428571,0,0,80.57142857,28.85714286,0.37,0,1.285714286,0.285714286,0.094285714,86.14285714,33.85714286,15,543.1428571,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240,32
2127,Nate Diaz,Jason Herzog,12/13/2014,"Phoenix, Arizona, USA",-1,FALSE,Lightweight,3,0,1,0,10.52631579,6.894736842,13.57894737,9.684210526,82.05263158,30.15789474,3.368421053,2.315789474,83.15789474,30.89473684,0.157894737,5.315789474,4.368421053,0.736842105,0.315789474,99,42.15789474,0.431052632,1.210526316,3,0.789473684,0.341052632,132.9473684,72.47368421,5,7,8.473684211,6,11.94736842,7.473684211,46.26315789,15.52631579,15.31578947,8.842105263,55.31578947,17.57894737,0.210526316,9.736842105,8.263157895,1.105263158,0.263157895,73.52631579,31.84210526,0.408947368,0.473684211,4.421052632,2.421052632,0.455789474,87.15789474,44.31578947,44,632.3684211,2,0,1,1,2,8,0,12,Southpaw,182.88,193.04,170,29
2128,Stefan Struve,John McCarthy,12/13/2014,"Phoenix, Arizona, USA",-1,FALSE,Heavyweight,3,1,0,0,3.846153846,3.153846154,2.538461538,1.230769231,36.30769231,16.23076923,4.384615385,2.769230769,33.23076923,11.69230769,0.153846154,6.153846154,5.384615385,0.846153846,0.384615385,43.23076923,20.23076923,0.429230769,1.461538462,0.307692308,0.230769231,0.230769231,59,32.92307692,4,4,6.230769231,5.153846154,2.846153846,1.461538462,32.92307692,17.15384615,12.30769231,5.923076923,36.76923077,15.15384615,0.461538462,5.076923077,4.230769231,0.615384615,0.153846154,48.07692308,24.53846154,0.512307692,0.307692308,0.692307692,0.461538462,0.371538462,55.46153846,30.15384615,22,371.9230769,0,1,0,0,4,4,0,9,Orthodox,210.82,213.36,265,26
2129,Matt Mitrione,Herb Dean,12/13/2014,"Phoenix, Arizona, USA",1,FALSE,Heavyweight,3,0,2,0,2.909090909,2.181818182,4.272727273,2.545454545,38.90909091,17.72727273,4.545454545,3.909090909,39.81818182,17.54545455,0.636363636,5,4.454545455,0.181818182,0,47.72727273,24.18181818,0.544545455,0.363636364,0,0,0,52.45454545,28.27272727,5,3,4.272727273,2.272727273,3.818181818,2.727272727,43.63636364,11.63636364,2.818181818,2.363636364,41.81818182,11.27272727,0.090909091,4.181818182,3.181818182,0.727272727,0.090909091,50.27272727,16.72727273,0.38,0.181818182,2.363636364,1,0.376363636,59.81818182,24.54545455,18,382.1818182,0,0,0,1,7,0,0,8,Switch,190.5,200.66,265,36
2130,Joanna Jedrzejczyk,Al Guinee,12/13/2014,"Phoenix, Arizona, USA",1,FALSE,Women's Strawweight,3,0,1,0,36,21,16,12,152,34,0,0,128,24,0,4,1,0,0,168,46,0.27,0,0,0,0,180,55,1,0,5,3,5,3,69,13,3,2,56,8,0,16,7,1,0,77,18,0.23,0,14,1,0.07,103,38,3,900,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,125,27
2131,Willie Gates,Jason Herzog,12/13/2014,"Phoenix, Arizona, USA",-1,FALSE,Flyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,125,27
2132,Ben Saunders,John McCarthy,12/13/2014,"Phoenix, Arizona, USA",1,FALSE,Welterweight,3,0,1,0,10.375,9,15,11.875,18.375,9.875,2.25,2.125,22.625,12.375,0.25,2.625,2.5,0.5,0,35.625,23.875,0.6525,1.125,0.5,0.125,0.125,63.125,49.875,3,3,4.25,3.375,9.5,5.625,14.5,4.125,12.125,8.5,27.875,11.25,0.125,4,3.625,1.125,0.125,36.125,18.25,0.44375,0.375,4.5,1,0.3575,84.375,62.625,16,515.75,0,0,0,1,2,2,0,5,Orthodox,187.96,195.58,170,31
2133,Drew Dober,Herb Dean,12/13/2014,"Phoenix, Arizona, USA",1,FALSE,Lightweight,3,2,0,0,19.5,11,19.5,12.5,154.5,40,2.5,2.5,143.5,32.5,0,13.5,11.5,0.5,0,176.5,55,0.32,0,7.5,0,0,207,82,0,2,20.5,16,20,12.5,167.5,65,0,0,161,56,0,6,5.5,1,0,187.5,77.5,0.425,0,3.5,1,0.165,211,98,6,900,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,26
2134,Bryan Barberena,Herb Dean,12/13/2014,"Phoenix, Arizona, USA",1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,25
2135,Garett Whiteley,Al Guinee,12/13/2014,"Phoenix, Arizona, USA",-1,FALSE,Lightweight,3,2,0,0,14,11,13.5,10.5,27,8.5,9.5,6.5,30.5,9.5,0,5.5,5,0,0,50,25.5,0.43,1,0.5,0,0,61,35.5,0,2,6.5,3.5,10,9,32,10,16,11,41,16.5,0.5,10.5,10,4,0,58,30,0.495,0.5,7,4.5,0.58,82.5,51,4,567,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,33
2136,Dustin Kimura,Jason Herzog,12/13/2014,"Phoenix, Arizona, USA",-1,FALSE,Bantamweight,3,1,0,0,4,3.25,2.25,1.5,29.5,6.5,3.25,1.75,28.25,5,0,2.75,1.5,1.25,0.25,35,9.75,0.2375,1.75,1.75,0.75,0.125,41.25,15.25,1,2,6.5,4.5,5.75,3.25,35.25,13.5,18,11.25,48.75,20.5,0.25,3.75,3,0.75,0.25,59,28,0.455,0.25,2,1.25,0.7075,70,36.25,8,497,0,0,0,0,0,2,0,2,Orthodox,170.18,180.34,135,25
2137,Ian Entwistle,Jason Herzog,12/13/2014,"Phoenix, Arizona, USA",1,FALSE,Bantamweight,3,1,0,0,1,1,1,1,8,0,0,0,8,0,0,0,0,0,0,9,1,0.11,3,2,0,0,9,1,0,1,1,1,1,1,5,3,12,8,17,11,0,0,0,0,0,18,12,0.66,0,0,0,0,67,51,1,214,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,28
2138,Rose Namajunas,Yves Lavigne,12/12/2014,"Las Vegas, Nevada, USA",-1,TRUE,Women's Strawweight,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,22
2139,Charles Oliveira,Herb Dean,12/12/2014,"Las Vegas, Nevada, USA",1,FALSE,Featherweight,3,0,2,0,8.181818182,5.454545455,6.727272727,4.727272727,34.54545455,12.36363636,4.454545455,3.181818182,32.09090909,10.45454545,0.090909091,5.454545455,4.363636364,0.727272727,0.181818182,45.72727273,20.27272727,0.495454545,1.272727273,3.090909091,1.090909091,0.335454545,59.09090909,32.36363636,2,5,5.818181818,3.818181818,3.272727273,1.909090909,36,13.18181818,6.181818182,3.909090909,36.63636364,13.27272727,0.090909091,3,1.909090909,0.818181818,0,45.45454545,19,0.354545455,0.454545455,2.090909091,1,0.402727273,54.72727273,27.36363636,20,404.6363636,0,0,0,0,0,6,0,6,Orthodox,177.8,187.96,155,25
2140,Daron Cruickshank,John McCarthy,12/12/2014,"Las Vegas, Nevada, USA",0,FALSE,Lightweight,3,0,1,0,16.55555556,9.222222222,7.888888889,5,77.44444444,24,6,4.666666667,68.33333333,19.33333333,0.555555556,6.444444444,5.111111111,0.666666667,0.222222222,91.33333333,33.66666667,0.396666667,0.222222222,3,1.444444444,0.328888889,100.7777778,41.33333333,2,3,10.66666667,6.666666667,5,2.222222222,70.55555556,27.11111111,5.222222222,3.333333333,60,17.66666667,0,10.11111111,8.333333333,0.888888889,0.111111111,80.77777778,32.66666667,0.406666667,0.666666667,1.555555556,0.444444444,0.194444444,98.11111111,46.44444444,22,693.6666667,0,0,1,2,3,0,0,6,Switch,172.72,182.88,155,29
2141,Yancy Medeiros,Yves Lavigne,12/12/2014,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,0,1,0,10.25,6,2.75,2.25,38.5,13.75,0.75,0.75,29.75,9.5,0.25,2,1.25,0,0,42,16.75,0.3575,0.5,0,0,0,43.75,18.5,1,3,6,2.5,3.25,1.75,27.5,10,0,0,21.75,6.5,0,3,2.75,0,0,30.75,11.75,0.3325,0.25,2,0.25,0.125,31.75,12.75,5,232.75,0,0,0,0,0,1,0,1,Orthodox,177.8,190.5,155,27
2142,Randa Markos,Herb Dean,12/12/2014,"Las Vegas, Nevada, USA",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,29
2143,Lisa Ellis,John McCarthy,12/12/2014,"Las Vegas, Nevada, USA",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,162.56,157.48,115,32
2144,Heather Jo Clark,Yves Lavigne,12/12/2014,"Las Vegas, Nevada, USA",1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,167.64,162.56,115,34
2145,Seohee Ham,Herb Dean,12/12/2014,"Las Vegas, Nevada, USA",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,157.48,157.48,115,27
2146,Angela Magana,Kim Winslow,12/12/2014,"Las Vegas, Nevada, USA",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,154.94,165.1,115,31
2147,Alex Chambers,John McCarthy,12/12/2014,"Las Vegas, Nevada, USA",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,160.02,160.02,115,36
